"CTRY","YEAR","CIRI","COW","ASSN","FORMOV","DOMMOV","SPEECH","ELECSD","NEW_RELFRE","WORKER"
"Afghanistan",1981,101,700,0,0,1,0,0,1,0
"Afghanistan",1982,101,700,0,0,0,0,0,1,0
"Afghanistan",1983,101,700,0,0,0,0,0,0,0
"Afghanistan",1984,101,700,0,0,0,0,1,0,0
"Afghanistan",1985,101,700,0,0,0,0,0,0,0
"Afghanistan",1986,101,700,0,0,0,0,0,1,0
"Afghanistan",1987,101,700,0,0,0,0,1,2,0
"Afghanistan",1988,101,700,0,0,0,0,0,2,0
"Afghanistan",1989,101,700,0,1,0,0,0,2,0
"Afghanistan",1990,101,700,0,1,0,0,0,1,0
"Afghanistan",1991,101,700,0,2,0,0,0,1,0
"Afghanistan",1996,101,700,0,1,1,1,0,0,0
"Afghanistan",1997,101,700,0,1,1,1,0,0,0
"Afghanistan",1998,101,700,0,0,0,0,0,0,0
"Afghanistan",1999,101,700,0,0,1,1,0,0,0
"Afghanistan",2000,101,700,0,1,0,0,0,0,0
"Afghanistan",2001,101,700,0,0,0,0,0,0,0
"Afghanistan",2002,101,700,0,0,0,1,1,0,0
"Afghanistan",2005,101,700,1,0,0,0,1,0,0
"Afghanistan",2006,101,700,1,1,0,0,1,0,0
"Afghanistan",2007,101,700,1,1,1,0,1,0,0
"Afghanistan",2008,101,700,1,1,1,0,0,0,0
"Afghanistan",2009,101,700,0,0,0,0,1,0,0
"Afghanistan",2010,101,700,1,0,0,0,1,0,0
"Afghanistan",2011,101,700,1,0,0,1,1,0,1
"Albania",1981,104,339,0,0,0,0,0,0,0
"Albania",1982,104,339,0,0,0,0,0,0,0
"Albania",1983,104,339,0,0,0,0,0,0,0
"Albania",1984,104,339,0,0,0,1,0,0,0
"Albania",1985,104,339,0,0,0,0,0,0,0
"Albania",1986,104,339,0,0,0,0,0,0,0
"Albania",1987,104,339,0,0,0,1,0,0,0
"Albania",1988,104,339,0,0,0,0,0,0,0
"Albania",1989,104,339,0,0,0,0,0,0,0
"Albania",1990,104,339,0,0,0,1,1,0,0
"Albania",1991,104,339,0,2,2,1,1,2,2
"Albania",1992,104,339,1,2,2,1,1,1,1
"Albania",1993,104,339,0,2,2,1,1,1,1
"Albania",1994,104,339,1,2,2,1,2,2,2
"Albania",1995,104,339,1,2,2,1,2,1,2
"Albania",1996,104,339,1,2,2,1,0,1,2
"Albania",1997,104,339,1,2,2,1,1,1,2
"Albania",1998,104,339,2,2,2,1,2,2,1
"Albania",1999,104,339,2,2,1,1,2,2,2
"Albania",2000,104,339,1,2,2,1,1,1,1
"Albania",2001,104,339,2,2,1,1,2,1,2
"Albania",2002,104,339,2,2,2,1,2,2,1
"Albania",2003,104,339,1,2,2,1,2,1,1
"Albania",2004,104,339,1,2,2,1,2,2,1
"Albania",2005,104,339,2,2,2,1,1,1,1
"Albania",2006,104,339,2,2,2,1,1,2,1
"Albania",2007,104,339,2,1,2,1,1,2,1
"Albania",2008,104,339,2,2,2,2,1,2,1
"Albania",2009,104,339,2,2,2,1,1,2,1
"Albania",2010,104,339,2,2,2,1,1,2,1
"Albania",2011,104,339,2,1,2,1,1,1,1
"Algeria",1981,107,615,0,1,1,1,1,2,0
"Algeria",1982,107,615,0,1,1,0,0,2,0
"Algeria",1983,107,615,0,1,1,0,0,2,0
"Algeria",1984,107,615,0,1,1,0,1,1,0
"Algeria",1985,107,615,0,1,1,0,0,0,0
"Algeria",1986,107,615,0,1,1,0,0,1,0
"Algeria",1987,107,615,0,1,1,0,1,2,0
"Algeria",1988,107,615,0,1,1,0,0,1,0
"Algeria",1989,107,615,0,1,2,1,0,1,1
"Algeria",1990,107,615,0,1,2,1,1,1,0
"Algeria",1991,107,615,0,1,1,1,0,0,1
"Algeria",1992,107,615,0,1,1,0,0,0,1
"Algeria",1993,107,615,1,1,1,0,1,1,1
"Algeria",1994,107,615,1,1,1,0,0,0,1
"Algeria",1995,107,615,0,1,1,0,0,1,0
"Algeria",1996,107,615,1,1,1,1,1,0,1
"Algeria",1997,107,615,1,1,1,1,0,1,1
"Algeria",1998,107,615,0,1,1,0,0,1,1
"Algeria",1999,107,615,0,1,1,1,1,1,1
"Algeria",2000,107,615,0,1,2,1,0,1,2
"Algeria",2001,107,615,0,1,2,1,1,1,1
"Algeria",2002,107,615,0,1,2,1,1,1,0
"Algeria",2003,107,615,0,1,1,0,1,1,0
"Algeria",2004,107,615,0,1,2,0,1,0,0
"Algeria",2005,107,615,0,1,1,0,1,0,0
"Algeria",2006,107,615,0,1,2,0,1,1,0
"Algeria",2007,107,615,0,1,1,0,1,0,2
"Algeria",2008,107,615,0,1,1,0,0,1,0
"Algeria",2009,107,615,0,1,1,0,1,0,0
"Algeria",2010,107,615,0,1,1,0,1,0,0
"Algeria",2011,107,615,0,1,1,0,1,0,0
"Andorra",2001,110,232,2,2,2,2,2,2,1
"Andorra",2003,110,232,2,2,2,1,2,2,1
"Andorra",2004,110,232,2,2,2,2,2,2,1
"Andorra",2005,110,232,2,2,2,2,2,2,1
"Andorra",2006,110,232,2,2,2,2,2,2,1
"Andorra",2007,110,232,2,2,2,2,2,2,0
"Andorra",2008,110,232,2,2,2,2,2,2,0
"Andorra",2009,110,232,2,2,2,2,2,2,0
"Andorra",2010,110,232,2,2,2,2,2,2,0
"Andorra",2011,110,232,2,2,2,2,2,2,0
"Angola",1981,113,540,0,0,1,0,0,1,0
"Angola",1982,113,540,0,0,1,0,0,1,0
"Angola",1983,113,540,0,1,1,0,0,2,0
"Angola",1984,113,540,0,0,0,0,0,0,0
"Angola",1985,113,540,0,1,1,0,0,1,0
"Angola",1986,113,540,0,1,0,0,0,1,0
"Angola",1987,113,540,0,1,0,0,0,0,0
"Angola",1988,113,540,0,1,0,0,0,1,0
"Angola",1989,113,540,0,0,0,0,0,1,0
"Angola",1990,113,540,1,0,0,1,0,0,0
"Angola",1991,113,540,1,2,1,1,0,2,1
"Angola",1993,113,540,1,1,1,1,0,2,1
"Angola",1994,113,540,0,0,1,0,0,2,0
"Angola",1995,113,540,0,0,0,0,0,0,0
"Angola",1996,113,540,0,0,1,0,0,2,0
"Angola",1997,113,540,0,1,1,0,0,2,0
"Angola",1998,113,540,0,0,0,0,0,2,1
"Angola",1999,113,540,0,1,0,0,0,2,0
"Angola",2000,113,540,1,2,0,0,0,2,1
"Angola",2001,113,540,0,1,0,0,0,2,0
"Angola",2002,113,540,1,2,0,0,0,2,0
"Angola",2003,113,540,1,1,0,1,1,2,0
"Angola",2004,113,540,1,1,0,1,1,2,0
"Angola",2005,113,540,1,1,0,1,1,1,0
"Angola",2006,113,540,1,1,0,1,1,2,0
"Angola",2007,113,540,1,0,0,1,1,1,1
"Angola",2008,113,540,0,0,0,0,1,2,1
"Angola",2009,113,540,0,0,0,1,1,1,0
"Angola",2010,113,540,1,0,0,0,1,2,1
"Angola",2011,113,540,0,0,1,1,1,1,0
"Antigua and Barbuda",2001,116,58,2,2,2,1,1,2,2
"Antigua and Barbuda",2003,116,58,2,2,2,1,1,2,2
"Antigua and Barbuda",2004,116,58,2,2,2,1,2,2,2
"Antigua and Barbuda",2005,116,58,2,2,2,1,2,2,2
"Antigua and Barbuda",2006,116,58,2,2,2,2,2,2,2
"Antigua and Barbuda",2007,116,58,2,2,2,1,2,2,2
"Antigua and Barbuda",2008,116,58,2,2,2,1,2,1,1
"Antigua and Barbuda",2009,116,58,2,2,2,2,2,2,1
"Antigua and Barbuda",2010,116,58,2,2,2,1,2,2,1
"Antigua and Barbuda",2011,116,58,2,2,2,1,2,2,2
"Argentina",1981,119,160,1,1,2,1,0,1,1
"Argentina",1982,119,160,2,2,2,1,1,1,1
"Argentina",1983,119,160,2,2,2,2,2,0,1
"Argentina",1984,119,160,1,2,2,1,1,1,1
"Argentina",1985,119,160,1,2,2,2,2,1,2
"Argentina",1986,119,160,2,2,2,2,2,1,2
"Argentina",1987,119,160,2,2,2,1,1,2,2
"Argentina",1988,119,160,2,2,2,2,2,1,2
"Argentina",1989,119,160,2,2,2,2,2,1,2
"Argentina",1990,119,160,2,2,2,2,2,2,2
"Argentina",1991,119,160,2,2,2,2,2,2,1
"Argentina",1992,119,160,2,2,2,1,2,1,2
"Argentina",1993,119,160,2,2,2,1,2,0,2
"Argentina",1994,119,160,2,2,2,0,2,2,1
"Argentina",1995,119,160,2,2,2,2,2,2,1
"Argentina",1996,119,160,2,2,2,1,2,2,2
"Argentina",1997,119,160,2,2,2,1,2,2,2
"Argentina",1998,119,160,2,2,2,1,2,2,2
"Argentina",1999,119,160,1,2,2,1,2,2,2
"Argentina",2000,119,160,2,2,2,1,2,2,2
"Argentina",2001,119,160,1,2,2,1,2,2,2
"Argentina",2002,119,160,2,2,2,2,2,2,2
"Argentina",2003,119,160,2,2,2,2,2,2,1
"Argentina",2004,119,160,2,2,2,2,2,2,1
"Argentina",2005,119,160,2,2,2,2,2,2,1
"Argentina",2006,119,160,2,2,2,2,2,2,1
"Argentina",2007,119,160,2,2,2,2,2,2,1
"Argentina",2008,119,160,2,2,2,1,1,2,1
"Argentina",2009,119,160,2,2,2,1,2,2,1
"Argentina",2010,119,160,2,2,2,1,2,2,1
"Argentina",2011,119,160,2,2,2,1,2,2,1
"Armenia",1992,122,371,2,0,2,1,1,2,0
"Armenia",1993,122,371,2,1,2,1,2,1,0
"Armenia",1994,122,371,2,0,2,1,1,1,1
"Armenia",1995,122,371,1,0,1,1,0,0,0
"Armenia",1996,122,371,1,1,1,1,1,1,0
"Armenia",1997,122,371,1,1,1,1,1,1,0
"Armenia",1998,122,371,2,1,1,1,0,1,1
"Armenia",1999,122,371,2,1,1,1,1,0,2
"Armenia",2000,122,371,1,1,1,1,0,1,1
"Armenia",2001,122,371,2,1,1,1,1,1,2
"Armenia",2002,122,371,2,1,1,1,1,0,2
"Armenia",2003,122,371,2,1,1,1,0,0,0
"Armenia",2004,122,371,1,1,2,1,1,1,1
"Armenia",2005,122,371,1,1,2,1,1,1,1
"Armenia",2006,122,371,1,1,2,1,1,1,0
"Armenia",2007,122,371,1,1,1,1,1,1,0
"Armenia",2008,122,371,0,1,1,0,0,1,0
"Armenia",2009,122,371,0,1,1,0,0,1,0
"Armenia",2010,122,371,0,1,1,0,0,1,0
"Armenia",2011,122,371,1,1,1,1,1,0,1
"Australia",1981,125,900,2,2,2,2,1,2,2
"Australia",1982,125,900,2,2,2,2,2,2,2
"Australia",1983,125,900,2,2,2,2,2,2,2
"Australia",1984,125,900,2,2,2,2,2,2,2
"Australia",1985,125,900,2,2,2,2,2,2,2
"Australia",1986,125,900,2,2,2,2,2,2,2
"Australia",1987,125,900,2,2,2,2,1,2,2
"Australia",1988,125,900,2,2,2,2,2,2,2
"Australia",1989,125,900,2,2,2,2,2,2,2
"Australia",1990,125,900,2,2,2,2,1,2,2
"Australia",1991,125,900,2,2,2,2,2,2,2
"Australia",1992,125,900,2,2,2,2,2,2,2
"Australia",1993,125,900,2,2,2,1,1,2,2
"Australia",1994,125,900,2,2,2,1,2,2,2
"Australia",1995,125,900,2,2,2,2,2,2,2
"Australia",1996,125,900,2,2,2,2,2,2,1
"Australia",1997,125,900,2,2,2,2,2,2,1
"Australia",1998,125,900,2,2,2,2,2,2,1
"Australia",1999,125,900,2,2,2,2,2,2,1
"Australia",2000,125,900,2,2,2,2,2,2,1
"Australia",2001,125,900,2,2,2,2,2,2,1
"Australia",2002,125,900,2,2,2,2,2,2,1
"Australia",2003,125,900,2,2,2,2,2,2,1
"Australia",2004,125,900,2,2,2,2,2,2,1
"Australia",2005,125,900,2,2,2,2,2,2,1
"Australia",2006,125,900,2,2,2,2,2,2,1
"Australia",2007,125,900,2,2,2,2,2,2,1
"Australia",2008,125,900,2,2,2,2,2,0,1
"Australia",2009,125,900,2,2,2,2,2,2,1
"Australia",2010,125,900,2,2,2,2,2,2,1
"Australia",2011,125,900,2,2,2,2,2,2,2
"Austria",1981,128,305,1,2,2,2,2,2,2
"Austria",1982,128,305,1,2,2,1,2,2,2
"Austria",1983,128,305,1,2,2,1,1,2,2
"Austria",1984,128,305,1,2,2,2,2,2,2
"Austria",1985,128,305,1,2,2,2,2,2,2
"Austria",1986,128,305,1,2,2,2,2,2,2
"Austria",1987,128,305,1,2,2,2,2,2,2
"Austria",1988,128,305,1,2,2,2,2,2,2
"Austria",1989,128,305,1,2,2,1,1,2,2
"Austria",1990,128,305,1,2,2,2,2,2,2
"Austria",1991,128,305,1,2,2,2,2,2,2
"Austria",1992,128,305,1,2,2,2,2,2,2
"Austria",1993,128,305,1,2,2,2,2,2,2
"Austria",1994,128,305,1,2,2,2,2,2,2
"Austria",1995,128,305,1,2,2,1,2,2,2
"Austria",1996,128,305,1,2,2,1,2,2,2
"Austria",1997,128,305,1,2,2,1,2,1,2
"Austria",1998,128,305,1,2,2,1,2,1,1
"Austria",1999,128,305,1,2,2,1,2,1,2
"Austria",2000,128,305,1,2,2,1,2,1,1
"Austria",2001,128,305,1,2,2,1,2,1,2
"Austria",2002,128,305,1,2,2,1,2,1,2
"Austria",2003,128,305,1,2,2,1,2,1,2
"Austria",2004,128,305,1,2,2,1,2,1,2
"Austria",2005,128,305,1,2,2,1,2,1,2
"Austria",2006,128,305,2,2,2,1,2,1,2
"Austria",2007,128,305,2,2,2,1,2,1,2
"Austria",2008,128,305,2,2,2,1,2,2,1
"Austria",2009,128,305,2,2,2,1,2,1,2
"Austria",2010,128,305,2,2,2,1,2,2,2
"Austria",2011,128,305,2,2,2,1,2,2,1
"Azerbaijan",1992,131,373,1,1,2,1,0,0,1
"Azerbaijan",1993,131,373,0,1,1,0,0,1,1
"Azerbaijan",1994,131,373,0,0,1,0,0,2,1
"Azerbaijan",1995,131,373,1,1,1,0,0,1,1
"Azerbaijan",1996,131,373,1,1,2,0,0,0,0
"Azerbaijan",1997,131,373,0,2,2,1,1,0,1
"Azerbaijan",1998,131,373,0,1,1,1,0,0,1
"Azerbaijan",1999,131,373,1,1,1,1,1,0,1
"Azerbaijan",2000,131,373,1,1,1,0,0,0,1
"Azerbaijan",2001,131,373,1,1,1,1,1,0,1
"Azerbaijan",2002,131,373,1,1,1,1,1,0,0
"Azerbaijan",2003,131,373,0,1,1,1,0,0,0
"Azerbaijan",2004,131,373,1,1,1,0,1,0,0
"Azerbaijan",2005,131,373,1,1,2,0,1,0,0
"Azerbaijan",2006,131,373,1,1,1,0,1,0,0
"Azerbaijan",2007,131,373,0,1,1,0,1,0,1
"Azerbaijan",2008,131,373,0,1,1,0,0,1,0
"Azerbaijan",2009,131,373,0,1,0,0,1,0,0
"Azerbaijan",2010,131,373,0,1,1,0,1,0,0
"Azerbaijan",2011,131,373,0,1,1,1,1,0,0
"Bahamas",2001,134,31,2,2,2,2,2,2,2
"Bahamas",2003,134,31,2,2,2,2,2,2,2
"Bahamas",2004,134,31,2,2,2,2,2,2,1
"Bahamas",2005,134,31,2,2,2,1,2,2,1
"Bahamas",2006,134,31,2,2,2,1,2,0,1
"Bahamas",2007,134,31,2,2,2,2,2,2,1
"Bahamas",2008,134,31,2,2,2,2,1,1,1
"Bahamas",2009,134,31,2,2,2,2,2,2,1
"Bahamas",2010,134,31,2,2,2,2,2,2,1
"Bahamas",2011,134,31,2,2,2,2,1,2,1
"Bahrain",1981,137,692,0,1,2,0,1,2,0
"Bahrain",1982,137,692,0,1,2,1,0,0,1
"Bahrain",1983,137,692,0,1,2,1,0,1,1
"Bahrain",1984,137,692,0,1,2,0,0,1,0
"Bahrain",1985,137,692,0,0,2,0,0,0,0
"Bahrain",1986,137,692,0,1,2,1,0,1,1
"Bahrain",1987,137,692,0,1,2,0,0,1,0
"Bahrain",1988,137,692,0,1,2,0,0,1,1
"Bahrain",1989,137,692,0,1,2,1,0,1,1
"Bahrain",1990,137,692,0,1,2,0,0,1,0
"Bahrain",1991,137,692,0,1,2,0,0,2,0
"Bahrain",1992,137,692,0,1,2,0,0,1,0
"Bahrain",1993,137,692,0,1,2,1,0,2,0
"Bahrain",1994,137,692,0,1,2,0,0,1,0
"Bahrain",1995,137,692,0,1,2,0,0,0,0
"Bahrain",1996,137,692,0,1,2,1,0,1,0
"Bahrain",1997,137,692,0,1,2,1,0,1,0
"Bahrain",1998,137,692,0,1,1,0,0,1,1
"Bahrain",1999,137,692,0,1,2,1,0,1,0
"Bahrain",2000,137,692,0,1,2,0,0,0,1
"Bahrain",2001,137,692,0,1,2,1,0,1,0
"Bahrain",2002,137,692,0,1,2,1,0,1,1
"Bahrain",2003,137,692,0,2,2,0,0,1,1
"Bahrain",2004,137,692,1,1,2,0,0,1,1
"Bahrain",2005,137,692,0,1,2,0,0,0,0
"Bahrain",2006,137,692,1,1,2,0,0,0,0
"Bahrain",2007,137,692,1,1,2,0,1,0,1
"Bahrain",2008,137,692,0,2,2,0,0,2,1
"Bahrain",2009,137,692,0,2,2,0,0,1,0
"Bahrain",2010,137,692,0,2,1,0,0,1,0
"Bahrain",2011,137,692,0,2,1,0,0,0,0
"Bangladesh",1981,140,771,2,1,2,1,1,2,1
"Bangladesh",1982,140,771,1,1,2,0,0,1,2
"Bangladesh",1983,140,771,1,1,1,0,0,0,2
"Bangladesh",1984,140,771,1,1,2,0,0,0,1
"Bangladesh",1985,140,771,1,1,2,0,0,0,2
"Bangladesh",1986,140,771,1,1,2,0,1,2,1
"Bangladesh",1987,140,771,1,1,2,0,1,2,1
"Bangladesh",1988,140,771,1,1,2,1,1,1,2
"Bangladesh",1989,140,771,1,1,1,1,1,1,2
"Bangladesh",1990,140,771,1,1,1,0,0,0,1
"Bangladesh",1991,140,771,2,1,2,1,1,2,1
"Bangladesh",1992,140,771,1,1,2,1,1,1,1
"Bangladesh",1993,140,771,1,1,2,1,0,0,1
"Bangladesh",1994,140,771,1,1,2,0,1,1,1
"Bangladesh",1995,140,771,1,2,2,1,1,1,1
"Bangladesh",1996,140,771,1,2,2,1,1,1,1
"Bangladesh",1997,140,771,1,2,2,1,1,1,1
"Bangladesh",1998,140,771,1,2,2,1,0,1,1
"Bangladesh",1999,140,771,1,1,2,1,1,2,1
"Bangladesh",2000,140,771,0,1,2,0,1,2,1
"Bangladesh",2001,140,771,0,1,2,1,1,1,2
"Bangladesh",2002,140,771,0,1,1,1,2,2,0
"Bangladesh",2003,140,771,0,1,2,0,2,1,0
"Bangladesh",2004,140,771,1,1,2,0,2,1,0
"Bangladesh",2005,140,771,1,1,2,1,2,1,0
"Bangladesh",2006,140,771,1,1,1,1,2,1,0
"Bangladesh",2007,140,771,0,2,1,0,2,1,0
"Bangladesh",2008,140,771,0,2,1,1,1,2,0
"Bangladesh",2009,140,771,1,2,1,1,1,1,0
"Bangladesh",2010,140,771,1,2,1,0,1,1,1
"Bangladesh",2011,140,771,1,2,1,1,1,1,0
"Barbados",2001,143,53,2,2,2,2,2,2,2
"Barbados",2003,143,53,2,2,2,2,2,2,2
"Barbados",2004,143,53,2,2,2,2,2,2,2
"Barbados",2005,143,53,2,2,2,2,2,2,2
"Barbados",2006,143,53,2,2,2,2,2,2,2
"Barbados",2007,143,53,2,2,2,2,2,2,2
"Barbados",2008,143,53,2,2,2,1,2,0,2
"Barbados",2009,143,53,2,2,2,2,2,2,1
"Barbados",2010,143,53,2,2,2,2,2,2,1
"Barbados",2011,143,53,2,2,2,1,2,2,1
"Belarus",1992,146,370,2,0,0,1,1,1,0
"Belarus",1993,146,370,1,0,0,2,2,1,1
"Belarus",1994,146,370,2,1,0,1,1,1,1
"Belarus",1995,146,370,1,1,0,1,0,1,1
"Belarus",1996,146,370,0,1,0,0,0,1,1
"Belarus",1997,146,370,0,1,0,0,0,0,1
"Belarus",1998,146,370,0,1,0,1,0,0,1
"Belarus",1999,146,370,0,1,0,0,0,1,1
"Belarus",2000,146,370,0,1,0,0,0,1,2
"Belarus",2001,146,370,0,1,0,0,0,0,1
"Belarus",2002,146,370,0,1,0,0,0,0,0
"Belarus",2003,146,370,0,1,0,0,0,0,0
"Belarus",2004,146,370,0,1,0,0,1,0,0
"Belarus",2005,146,370,0,1,0,0,0,0,0
"Belarus",2006,146,370,0,1,0,0,0,0,0
"Belarus",2007,146,370,0,1,1,0,1,0,0
"Belarus",2008,146,370,0,1,1,0,0,2,0
"Belarus",2009,146,370,0,1,1,0,0,0,0
"Belarus",2010,146,370,0,1,1,0,0,0,0
"Belarus",2011,146,370,0,1,1,0,0,0,0
"Belgium",1981,149,211,2,2,2,2,2,2,2
"Belgium",1982,149,211,2,2,2,1,2,2,2
"Belgium",1983,149,211,2,2,2,1,2,2,2
"Belgium",1984,149,211,2,2,2,2,2,2,2
"Belgium",1985,149,211,2,2,2,1,2,2,2
"Belgium",1986,149,211,2,2,2,1,2,2,2
"Belgium",1987,149,211,2,2,2,2,2,2,2
"Belgium",1988,149,211,2,2,2,1,2,2,2
"Belgium",1989,149,211,2,2,2,1,2,2,2
"Belgium",1990,149,211,2,2,2,2,2,2,2
"Belgium",1991,149,211,2,2,2,2,2,2,2
"Belgium",1992,149,211,2,2,2,2,2,1,2
"Belgium",1993,149,211,2,2,2,2,2,2,2
"Belgium",1994,149,211,2,2,2,1,2,2,2
"Belgium",1995,149,211,2,2,2,1,2,2,2
"Belgium",1996,149,211,2,2,2,1,2,2,2
"Belgium",1997,149,211,2,2,2,1,2,2,2
"Belgium",1998,149,211,2,2,2,1,2,2,2
"Belgium",1999,149,211,2,2,2,1,2,1,2
"Belgium",2000,149,211,2,2,2,1,2,1,2
"Belgium",2001,149,211,2,2,2,1,2,1,2
"Belgium",2002,149,211,2,2,2,1,2,2,2
"Belgium",2003,149,211,2,2,2,1,2,2,2
"Belgium",2004,149,211,2,2,2,1,2,2,2
"Belgium",2005,149,211,2,2,2,1,2,1,2
"Belgium",2006,149,211,2,2,2,1,2,1,2
"Belgium",2007,149,211,2,2,2,1,2,1,2
"Belgium",2008,149,211,2,2,2,1,2,2,2
"Belgium",2009,149,211,2,2,2,1,2,2,2
"Belgium",2010,149,211,2,2,2,1,2,2,2
"Belgium",2011,149,211,2,2,2,1,2,1,2
"Belize",1981,152,80,2,2,2,0,1,2,2
"Belize",1982,152,80,2,2,2,1,2,2,2
"Belize",1983,152,80,2,2,2,1,2,2,2
"Belize",1984,152,80,2,2,2,1,2,2,2
"Belize",1985,152,80,2,2,2,1,2,2,2
"Belize",1986,152,80,2,2,2,1,2,2,2
"Belize",1987,152,80,2,2,2,1,2,2,2
"Belize",1988,152,80,2,2,2,2,2,2,2
"Belize",1989,152,80,2,2,2,2,2,2,2
"Belize",1990,152,80,2,2,2,2,2,2,2
"Belize",1991,152,80,2,2,2,2,2,2,2
"Belize",1992,152,80,2,2,2,2,2,2,2
"Belize",1993,152,80,2,2,2,1,2,2,2
"Belize",1994,152,80,2,2,2,2,2,2,2
"Belize",1995,152,80,2,2,2,1,2,2,2
"Belize",1996,152,80,2,2,2,1,2,2,2
"Belize",1997,152,80,2,2,2,1,2,2,2
"Belize",1998,152,80,2,2,2,1,2,2,2
"Belize",1999,152,80,2,2,2,1,2,2,2
"Belize",2000,152,80,2,2,2,1,2,2,2
"Belize",2001,152,80,2,2,2,1,2,2,2
"Belize",2002,152,80,1,2,2,1,2,2,1
"Belize",2003,152,80,2,2,2,2,2,2,1
"Belize",2004,152,80,2,2,2,2,2,2,1
"Belize",2005,152,80,2,2,2,2,2,2,1
"Belize",2006,152,80,2,2,2,2,2,2,1
"Belize",2007,152,80,2,2,2,2,2,2,1
"Belize",2008,152,80,2,2,2,1,2,2,1
"Belize",2009,152,80,2,2,2,2,2,2,1
"Belize",2010,152,80,2,2,2,2,2,2,2
"Belize",2011,152,80,2,2,2,2,2,2,2
"Benin",1981,155,434,0,2,2,0,1,0,0
"Benin",1982,155,434,0,2,2,0,1,1,0
"Benin",1983,155,434,1,2,2,0,0,1,0
"Benin",1984,155,434,1,2,2,0,1,1,0
"Benin",1985,155,434,1,2,2,0,1,1,1
"Benin",1986,155,434,0,2,2,0,1,1,0
"Benin",1987,155,434,0,2,2,0,1,2,0
"Benin",1988,155,434,0,2,2,0,0,2,0
"Benin",1989,155,434,1,2,2,1,0,2,1
"Benin",1990,155,434,1,2,2,1,1,2,0
"Benin",1991,155,434,2,2,2,2,2,2,1
"Benin",1992,155,434,2,2,1,1,2,2,1
"Benin",1993,155,434,2,2,1,1,1,2,1
"Benin",1994,155,434,2,2,1,2,2,2,1
"Benin",1995,155,434,1,2,1,2,2,2,1
"Benin",1996,155,434,2,2,1,1,2,2,1
"Benin",1997,155,434,2,2,1,1,2,2,1
"Benin",1998,155,434,2,2,1,2,2,2,2
"Benin",1999,155,434,2,2,1,1,2,2,1
"Benin",2000,155,434,2,2,1,2,2,2,2
"Benin",2001,155,434,2,2,1,1,2,2,1
"Benin",2002,155,434,1,2,1,1,2,2,1
"Benin",2003,155,434,2,2,1,1,1,2,1
"Benin",2004,155,434,2,2,1,1,1,2,1
"Benin",2005,155,434,1,2,1,1,1,2,1
"Benin",2006,155,434,2,2,1,1,2,2,1
"Benin",2007,155,434,1,0,2,1,2,2,1
"Benin",2008,155,434,1,0,2,0,1,1,1
"Benin",2009,155,434,1,0,2,1,1,2,1
"Benin",2010,155,434,1,0,2,1,1,2,1
"Benin",2011,155,434,1,0,2,1,2,2,1
"Bhutan",1981,158,760,0,2,2,1,0,2,0
"Bhutan",1982,158,760,0,2,2,1,0,2,0
"Bhutan",1983,158,760,0,2,2,1,0,2,0
"Bhutan",1984,158,760,0,2,2,1,0,2,0
"Bhutan",1985,158,760,0,2,2,2,0,2,0
"Bhutan",1986,158,760,1,2,2,2,1,2,0
"Bhutan",1987,158,760,1,2,2,1,0,2,0
"Bhutan",1988,158,760,0,2,2,1,0,2,0
"Bhutan",1989,158,760,0,2,2,1,0,2,0
"Bhutan",1990,158,760,0,2,2,0,0,1,0
"Bhutan",1991,158,760,0,2,2,1,0,0,0
"Bhutan",1992,158,760,0,2,2,1,0,1,0
"Bhutan",1993,158,760,0,2,1,0,0,0,0
"Bhutan",1994,158,760,0,2,1,1,0,0,0
"Bhutan",1995,158,760,0,2,1,0,0,0,0
"Bhutan",1996,158,760,0,2,2,0,0,0,0
"Bhutan",1997,158,760,0,2,1,0,0,1,0
"Bhutan",1998,158,760,0,2,2,0,0,0,0
"Bhutan",1999,158,760,0,1,1,0,0,0,0
"Bhutan",2000,158,760,0,2,2,0,0,0,0
"Bhutan",2001,158,760,0,2,1,0,0,0,0
"Bhutan",2002,158,760,0,2,2,0,0,0,0
"Bhutan",2003,158,760,0,1,1,1,0,1,0
"Bhutan",2004,158,760,1,1,1,1,0,0,0
"Bhutan",2005,158,760,0,1,1,1,0,0,0
"Bhutan",2006,158,760,0,1,1,1,0,0,0
"Bhutan",2007,158,760,0,1,0,1,1,1,0
"Bhutan",2008,158,760,0,1,0,1,0,2,0
"Bhutan",2009,158,760,0,1,0,1,0,1,0
"Bhutan",2010,158,760,0,2,0,1,0,1,0
"Bhutan",2011,158,760,0,2,0,2,1,1,0
"Bolivia",1981,161,145,0,0,0,1,0,0,1
"Bolivia",1982,161,145,1,1,2,1,2,1,1
"Bolivia",1983,161,145,2,2,2,2,2,2,2
"Bolivia",1984,161,145,2,2,2,2,1,2,2
"Bolivia",1985,161,145,1,2,2,1,1,2,1
"Bolivia",1986,161,145,1,2,2,2,1,0,1
"Bolivia",1987,161,145,1,2,2,1,1,0,1
"Bolivia",1988,161,145,2,2,2,2,1,1,1
"Bolivia",1989,161,145,2,2,2,2,1,0,1
"Bolivia",1990,161,145,2,2,2,2,1,1,1
"Bolivia",1991,161,145,2,2,2,2,1,2,1
"Bolivia",1992,161,145,2,2,2,2,1,2,1
"Bolivia",1993,161,145,2,2,2,2,1,0,1
"Bolivia",1994,161,145,2,2,2,2,1,2,1
"Bolivia",1995,161,145,2,2,2,2,1,2,1
