"CTRY","YEAR","CIRI","COW","ASSN","FORMOV","DOMMOV","SPEECH","ELECSD","NEW_RELFRE","WORKER"
"Czechoslovakia",1987,242,315,0,0,1,0,0,0,0
"Czechoslovakia",1988,242,315,0,0,1,0,0,0,0
"Czechoslovakia",1989,242,315,2,0,1,0,0,0,0
"Czechoslovakia",1990,242,315,2,2,2,1,2,1,1
"Czechoslovakia",1991,242,315,2,2,2,2,2,2,1
"Czechoslovakia",1992,242,315,2,2,2,1,2,2,1
"Denmark",1981,245,390,2,2,2,2,2,2,2
"Denmark",1982,245,390,2,2,2,2,2,2,2
"Denmark",1983,245,390,2,2,2,2,2,2,2
"Denmark",1984,245,390,2,2,2,2,2,2,2
"Denmark",1985,245,390,2,2,2,2,2,2,2
"Denmark",1986,245,390,2,2,2,2,2,2,2
"Denmark",1987,245,390,2,2,2,2,2,2,2
"Denmark",1988,245,390,2,2,2,2,2,2,2
"Denmark",1989,245,390,2,2,2,2,2,2,2
"Denmark",1990,245,390,2,2,2,1,2,2,2
"Denmark",1991,245,390,2,2,2,2,2,2,2
"Denmark",1992,245,390,2,2,2,2,2,2,2
"Denmark",1993,245,390,2,2,2,2,2,2,2
"Denmark",1994,245,390,2,2,2,2,2,2,1
"Denmark",1995,245,390,2,2,2,2,2,2,2
"Denmark",1996,245,390,2,2,2,2,2,2,2
"Denmark",1997,245,390,2,2,2,2,2,2,2
"Denmark",1998,245,390,2,2,2,2,2,2,2
"Denmark",1999,245,390,2,2,2,2,2,2,2
"Denmark",2000,245,390,2,2,2,2,2,2,2
"Denmark",2001,245,390,2,2,2,2,2,2,2
"Denmark",2002,245,390,2,2,2,2,2,2,2
"Denmark",2003,245,390,2,2,2,2,2,2,2
"Denmark",2004,245,390,2,2,2,2,2,2,2
"Denmark",2005,245,390,2,2,2,2,2,1,2
"Denmark",2006,245,390,2,2,2,2,2,2,2
"Denmark",2007,245,390,2,2,2,1,2,2,1
"Denmark",2008,245,390,2,2,2,1,2,2,1
"Denmark",2009,245,390,2,2,2,1,2,2,1
"Denmark",2010,245,390,2,2,2,1,2,2,2
"Denmark",2011,245,390,2,2,2,1,2,2,1
"Djibouti",2001,248,522,0,0,0,1,1,1,0
"Djibouti",2003,248,522,0,2,2,1,1,1,0
"Djibouti",2004,248,522,0,1,2,1,1,1,0
"Djibouti",2005,248,522,1,1,1,1,1,1,0
"Djibouti",2006,248,522,1,1,2,1,1,2,0
"Djibouti",2007,248,522,1,2,2,0,1,2,0
"Djibouti",2008,248,522,0,2,2,0,1,2,0
"Djibouti",2009,248,522,0,2,2,0,1,2,0
"Djibouti",2010,248,522,0,2,2,0,2,2,0
"Djibouti",2011,248,522,0,2,2,0,0,2,0
"Dominica",2001,251,54,2,2,2,2,2,2,1
"Dominica",2003,251,54,2,2,2,2,2,2,1
"Dominica",2004,251,54,2,2,2,2,2,2,1
"Dominica",2005,251,54,2,2,2,2,2,1,1
"Dominica",2006,251,54,2,2,2,2,2,2,1
"Dominica",2007,251,54,2,2,2,2,2,2,2
"Dominica",2008,251,54,2,2,2,2,1,2,1
"Dominica",2009,251,54,2,2,2,2,1,2,1
"Dominica",2010,251,54,2,2,2,2,2,2,1
"Dominica",2011,251,54,2,2,2,2,2,2,1
"Dominican Republic",1981,254,42,2,1,2,2,2,2,1
"Dominican Republic",1982,254,42,2,1,2,2,2,2,1
"Dominican Republic",1983,254,42,2,1,2,2,2,2,1
"Dominican Republic",1984,254,42,2,1,2,2,2,2,1
"Dominican Republic",1985,254,42,2,2,2,2,2,2,2
"Dominican Republic",1986,254,42,2,2,2,2,2,2,1
"Dominican Republic",1987,254,42,2,2,2,2,2,2,1
"Dominican Republic",1988,254,42,2,2,2,2,2,2,1
"Dominican Republic",1989,254,42,2,2,2,2,2,2,1
"Dominican Republic",1990,254,42,1,2,2,1,2,2,1
"Dominican Republic",1991,254,42,1,1,2,2,2,2,1
"Dominican Republic",1992,254,42,2,2,2,1,2,2,1
"Dominican Republic",1993,254,42,2,2,2,2,2,2,1
"Dominican Republic",1994,254,42,1,1,2,1,1,2,1
"Dominican Republic",1995,254,42,2,2,2,2,2,2,1
"Dominican Republic",1996,254,42,2,2,2,2,2,2,1
"Dominican Republic",1997,254,42,2,2,2,2,2,2,1
"Dominican Republic",1998,254,42,2,2,2,2,2,1,1
"Dominican Republic",1999,254,42,1,1,2,1,1,1,2
"Dominican Republic",2000,254,42,1,2,2,2,2,1,1
"Dominican Republic",2001,254,42,1,1,2,2,2,1,1
"Dominican Republic",2002,254,42,1,2,2,2,2,1,1
"Dominican Republic",2003,254,42,1,2,2,1,2,1,1
"Dominican Republic",2004,254,42,1,1,1,1,2,1,1
"Dominican Republic",2005,254,42,1,1,1,1,2,1,1
"Dominican Republic",2006,254,42,1,1,1,2,2,1,1
"Dominican Republic",2007,254,42,2,1,1,2,2,2,1
"Dominican Republic",2008,254,42,0,1,1,1,2,2,0
"Dominican Republic",2009,254,42,0,1,1,1,2,2,1
"Dominican Republic",2010,254,42,1,1,1,1,2,2,1
"Dominican Republic",2011,254,42,0,1,1,1,2,2,0
"East Timor",2001,257,860,2,2,2,2,2,0,1
"East Timor",2003,257,860,2,2,2,1,2,2,1
"East Timor",2004,257,860,1,2,2,1,2,2,1
"East Timor",2005,257,860,1,2,2,1,2,2,1
"East Timor",2006,257,860,2,2,2,1,2,2,1
"East Timor",2007,257,860,2,2,2,1,2,2,1
"East Timor",2008,257,860,0,2,2,1,2,2,1
"East Timor",2009,257,860,2,2,2,2,2,2,1
"East Timor",2010,257,860,2,2,2,2,2,2,1
"East Timor",2011,257,860,2,2,2,2,2,2,1
"Ecuador",1981,260,130,2,1,2,1,1,1,2
"Ecuador",1982,260,130,2,1,2,1,2,1,2
"Ecuador",1983,260,130,2,2,2,2,2,2,2
"Ecuador",1984,260,130,2,2,2,1,2,2,1
"Ecuador",1985,260,130,2,2,2,2,2,2,2
"Ecuador",1986,260,130,2,2,2,2,2,1,2
"Ecuador",1987,260,130,1,2,2,1,2,1,2
"Ecuador",1988,260,130,2,2,2,2,2,1,2
"Ecuador",1989,260,130,2,2,2,2,2,1,2
"Ecuador",1990,260,130,2,2,2,1,1,1,1
"Ecuador",1991,260,130,1,2,2,1,2,1,2
"Ecuador",1992,260,130,2,2,2,1,2,1,2
"Ecuador",1993,260,130,1,2,2,1,1,2,1
"Ecuador",1994,260,130,2,2,2,1,2,2,1
"Ecuador",1995,260,130,2,2,2,1,2,2,2
"Ecuador",1996,260,130,2,2,2,1,2,2,1
"Ecuador",1997,260,130,2,2,2,1,2,2,1
"Ecuador",1998,260,130,2,2,2,2,2,2,2
"Ecuador",1999,260,130,1,1,2,1,1,2,1
"Ecuador",2000,260,130,1,1,1,1,1,2,1
"Ecuador",2001,260,130,2,1,1,1,2,2,1
"Ecuador",2002,260,130,1,1,1,1,2,2,1
"Ecuador",2003,260,130,1,2,2,2,2,2,0
"Ecuador",2004,260,130,2,2,2,1,2,2,1
"Ecuador",2005,260,130,1,1,2,1,2,2,0
"Ecuador",2006,260,130,1,1,2,1,2,2,1
"Ecuador",2007,260,130,2,2,2,1,2,2,0
"Ecuador",2008,260,130,0,2,2,1,2,2,0
"Ecuador",2009,260,130,2,2,2,1,1,2,0
"Ecuador",2010,260,130,1,2,2,1,1,2,0
"Ecuador",2011,260,130,1,2,2,1,1,2,0
"Egypt",1981,263,651,1,1,2,1,1,1,0
"Egypt",1982,263,651,1,1,2,1,1,1,1
"Egypt",1983,263,651,1,0,2,1,1,2,1
"Egypt",1984,263,651,1,0,2,0,1,0,0
"Egypt",1985,263,651,1,1,2,1,2,0,1
"Egypt",1986,263,651,1,1,2,1,1,1,1
"Egypt",1987,263,651,1,1,2,1,1,0,0
"Egypt",1988,263,651,1,0,2,1,1,0,1
"Egypt",1989,263,651,1,0,2,1,0,0,1
"Egypt",1990,263,651,0,0,2,1,1,0,0
"Egypt",1991,263,651,0,0,2,1,1,0,0
"Egypt",1992,263,651,0,0,1,1,1,0,0
"Egypt",1993,263,651,0,0,2,1,1,0,0
"Egypt",1994,263,651,0,0,2,1,1,0,0
"Egypt",1995,263,651,0,0,1,1,0,0,0
"Egypt",1996,263,651,0,0,2,1,1,0,0
"Egypt",1997,263,651,0,0,2,1,1,0,0
"Egypt",1998,263,651,0,0,2,1,0,0,1
"Egypt",1999,263,651,0,0,2,1,1,0,2
"Egypt",2000,263,651,0,0,2,1,0,0,1
"Egypt",2001,263,651,0,0,2,1,1,0,0
"Egypt",2002,263,651,0,0,2,1,0,0,0
"Egypt",2003,263,651,0,0,2,1,1,0,1
"Egypt",2004,263,651,0,0,2,0,0,0,1
"Egypt",2005,263,651,0,0,2,1,1,0,1
"Egypt",2006,263,651,0,0,2,1,1,0,1
"Egypt",2007,263,651,1,0,0,1,1,0,1
"Egypt",2008,263,651,0,2,0,0,0,0,1
"Egypt",2009,263,651,0,2,0,0,1,0,0
"Egypt",2010,263,651,0,2,0,1,0,0,0
"Egypt",2011,263,651,0,2,0,1,0,0,0
"El Salvador",1981,266,92,1,1,1,1,0,2,0
"El Salvador",1982,266,92,1,2,1,1,1,0,1
"El Salvador",1983,266,92,1,2,2,1,1,2,1
"El Salvador",1984,266,92,1,2,1,1,1,2,0
"El Salvador",1985,266,92,1,2,1,1,2,2,2
"El Salvador",1986,266,92,1,2,1,2,2,2,2
"El Salvador",1987,266,92,2,2,1,1,1,2,0
"El Salvador",1988,266,92,2,2,2,2,1,2,1
"El Salvador",1989,266,92,1,2,2,2,2,1,1
"El Salvador",1990,266,92,1,2,1,1,1,2,0
"El Salvador",1991,266,92,1,2,1,2,1,2,0
"El Salvador",1992,266,92,2,2,2,1,2,1,0
"El Salvador",1993,266,92,2,2,2,2,2,2,0
"El Salvador",1994,266,92,2,2,2,2,2,2,1
"El Salvador",1995,266,92,2,2,2,2,2,2,1
"El Salvador",1996,266,92,2,2,2,2,2,2,0
"El Salvador",1997,266,92,2,2,2,2,2,2,1
"El Salvador",1998,266,92,2,2,2,2,2,2,2
"El Salvador",1999,266,92,2,2,2,2,1,2,2
"El Salvador",2000,266,92,2,2,2,2,2,2,1
"El Salvador",2001,266,92,2,2,2,2,1,2,1
"El Salvador",2002,266,92,2,2,2,2,2,2,1
"El Salvador",2003,266,92,2,2,2,2,2,2,0
"El Salvador",2004,266,92,1,2,2,2,2,2,0
"El Salvador",2005,266,92,1,2,2,2,2,2,0
"El Salvador",2006,266,92,2,2,2,2,2,2,0
"El Salvador",2007,266,92,1,2,2,2,2,1,0
"El Salvador",2008,266,92,1,2,2,2,2,2,0
"El Salvador",2009,266,92,1,2,2,2,2,2,1
"El Salvador",2010,266,92,2,2,2,2,2,2,1
"El Salvador",2011,266,92,2,2,2,1,2,2,1
"Equatorial Guinea",2001,269,411,0,1,0,0,0,1,0
"Equatorial Guinea",2003,269,411,0,1,0,0,0,1,0
"Equatorial Guinea",2004,269,411,1,1,0,0,0,1,0
"Equatorial Guinea",2005,269,411,1,1,1,0,0,1,0
"Equatorial Guinea",2006,269,411,1,1,0,0,0,1,0
"Equatorial Guinea",2007,269,411,0,0,2,0,0,1,1
"Equatorial Guinea",2008,269,411,0,0,2,1,0,2,0
"Equatorial Guinea",2009,269,411,0,1,2,0,0,2,0
"Equatorial Guinea",2010,269,411,0,1,2,0,0,2,0
"Equatorial Guinea",2011,269,411,0,1,1,0,0,2,0
"Eritrea",1993,272,531,2,0,2,0,0,1,2
"Eritrea",1994,272,531,1,2,2,1,0,0,1
"Eritrea",1995,272,531,2,1,1,1,0,0,1
"Eritrea",1996,272,531,2,1,2,0,0,1,2
"Eritrea",1997,272,531,1,1,2,0,0,0,2
"Eritrea",1998,272,531,1,1,2,1,1,0,2
"Eritrea",1999,272,531,2,1,2,0,1,0,1
"Eritrea",2000,272,531,1,1,2,1,1,0,1
"Eritrea",2001,272,531,1,1,1,0,0,0,0
"Eritrea",2002,272,531,0,0,1,0,0,0,0
"Eritrea",2003,272,531,0,0,1,0,0,0,0
"Eritrea",2004,272,531,0,0,1,0,1,0,1
"Eritrea",2005,272,531,0,0,1,0,0,0,0
"Eritrea",2006,272,531,0,0,2,0,0,0,0
"Eritrea",2007,272,531,0,1,1,0,0,0,0
"Eritrea",2008,272,531,0,1,0,0,0,0,0
"Eritrea",2009,272,531,0,1,0,0,0,0,0
"Eritrea",2010,272,531,0,0,0,0,0,0,0
"Eritrea",2011,272,531,0,0,0,0,0,0,0
"Estonia",1992,275,366,2,2,2,2,2,2,2
"Estonia",1993,275,366,2,2,2,1,2,2,1
"Estonia",1994,275,366,2,2,2,2,2,2,2
"Estonia",1995,275,366,2,2,2,2,2,2,2
"Estonia",1996,275,366,2,2,2,1,2,2,1
"Estonia",1997,275,366,2,2,2,2,2,2,1
"Estonia",1998,275,366,2,2,2,2,2,2,2
"Estonia",1999,275,366,2,2,2,2,2,2,2
"Estonia",2000,275,366,2,2,2,2,2,2,2
"Estonia",2001,275,366,2,2,2,2,2,2,1
"Estonia",2002,275,366,2,2,2,2,2,2,2
"Estonia",2003,275,366,2,2,2,2,2,2,2
"Estonia",2004,275,366,2,2,2,2,2,2,1
"Estonia",2005,275,366,2,2,2,2,2,2,1
"Estonia",2006,275,366,2,2,2,2,0,2,1
"Estonia",2007,275,366,1,2,2,2,2,2,1
"Estonia",2008,275,366,2,2,2,2,2,2,1
"Estonia",2009,275,366,2,2,2,2,2,2,1
"Estonia",2010,275,366,2,2,2,2,2,2,1
"Estonia",2011,275,366,2,2,2,2,2,2,1
"Ethiopia",1981,278,530,0,0,2,0,1,0,0
"Ethiopia",1982,278,530,0,0,1,0,0,0,0
"Ethiopia",1983,278,530,0,0,1,0,0,0,0
"Ethiopia",1984,278,530,0,0,0,0,1,0,0
"Ethiopia",1985,278,530,0,0,0,0,0,0,0
"Ethiopia",1986,278,530,0,0,0,0,0,0,0
"Ethiopia",1987,278,530,0,0,0,0,1,1,0
"Ethiopia",1988,278,530,0,0,0,0,0,1,0
"Ethiopia",1989,278,530,0,0,0,0,0,1,0
"Ethiopia",1990,278,530,1,0,1,0,1,1,0
"Ethiopia",1992,278,530,1,0,1,1,0,1,1
"Ethiopia",1993,278,530,1,2,2,1,0,2,1
"Ethiopia",1994,278,530,1,1,2,0,0,2,0
"Ethiopia",1995,278,530,1,2,2,0,0,0,1
"Ethiopia",1996,278,530,1,1,2,1,1,2,1
"Ethiopia",1997,278,530,1,2,2,1,1,2,1
"Ethiopia",1998,278,530,1,0,0,1,2,0,2
"Ethiopia",1999,278,530,1,1,1,1,1,1,1
"Ethiopia",2000,278,530,1,1,1,1,2,2,1
"Ethiopia",2001,278,530,1,1,0,1,1,1,1
"Ethiopia",2002,278,530,1,1,1,1,1,0,0
"Ethiopia",2003,278,530,1,1,1,1,1,1,0
"Ethiopia",2004,278,530,0,1,2,0,1,2,0
"Ethiopia",2005,278,530,1,1,1,0,1,1,0
"Ethiopia",2006,278,530,0,1,2,0,1,2,0
"Ethiopia",2007,278,530,0,2,2,0,0,1,0
"Ethiopia",2008,278,530,0,1,2,0,0,1,0
"Ethiopia",2009,278,530,0,0,2,0,0,1,0
"Ethiopia",2010,278,530,0,1,1,0,0,0,0
"Ethiopia",2011,278,530,0,2,1,0,0,0,0
"Fiji",1981,281,950,2,2,2,1,1,2,1
"Fiji",1982,281,950,2,2,2,1,2,2,2
"Fiji",1983,281,950,2,2,2,2,2,2,2
"Fiji",1984,281,950,2,2,2,1,1,2,1
"Fiji",1985,281,950,2,2,2,2,2,2,2
"Fiji",1986,281,950,2,2,2,2,2,2,2
"Fiji",1987,281,950,2,1,2,0,0,1,1
"Fiji",1988,281,950,1,1,2,1,1,2,1
"Fiji",1989,281,950,1,2,2,1,1,0,1
"Fiji",1990,281,950,1,2,2,1,0,2,2
"Fiji",1991,281,950,1,2,2,2,1,2,2
"Fiji",1992,281,950,2,2,2,2,1,2,2
"Fiji",1993,281,950,2,2,2,1,1,2,2
"Fiji",1994,281,950,2,2,2,2,0,2,2
"Fiji",1995,281,950,2,2,2,2,0,2,2
"Fiji",1996,281,950,2,2,2,1,0,2,2
"Fiji",1997,281,950,2,2,2,2,1,2,2
"Fiji",1998,281,950,2,2,2,2,1,2,1
"Fiji",1999,281,950,2,2,2,1,2,2,2
"Fiji",2000,281,950,1,2,2,1,0,2,1
"Fiji",2001,281,950,1,2,2,1,0,2,1
"Fiji",2002,281,950,1,2,2,1,2,2,1
"Fiji",2003,281,950,2,2,2,2,1,2,2
"Fiji",2004,281,950,1,2,2,2,2,2,1
"Fiji",2005,281,950,1,2,2,2,2,2,1
"Fiji",2006,281,950,1,1,2,1,0,2,1
"Fiji",2007,281,950,0,2,1,1,0,2,1
"Fiji",2008,281,950,0,2,1,0,0,2,1
"Fiji",2009,281,950,0,2,1,0,0,1,0
"Fiji",2010,281,950,0,2,1,0,0,1,0
"Fiji",2011,281,950,0,2,1,0,0,0,0
"Finland",1981,284,375,2,2,2,2,2,2,2
"Finland",1982,284,375,2,2,2,2,2,2,2
"Finland",1983,284,375,2,2,2,2,2,2,2
"Finland",1984,284,375,2,2,2,2,2,2,2
"Finland",1985,284,375,2,2,2,2,2,2,2
"Finland",1986,284,375,2,2,2,2,2,2,2
"Finland",1987,284,375,2,2,2,2,2,2,2
"Finland",1988,284,375,2,2,2,2,2,2,2
"Finland",1989,284,375,2,2,2,2,2,2,2
"Finland",1990,284,375,2,2,2,2,2,2,2
"Finland",1991,284,375,2,2,2,2,2,2,2
"Finland",1992,284,375,2,2,2,2,2,2,2
"Finland",1993,284,375,2,2,2,2,2,2,2
"Finland",1994,284,375,2,2,2,2,2,2,2
"Finland",1995,284,375,2,2,2,2,2,2,2
"Finland",1996,284,375,2,2,2,2,2,2,2
"Finland",1997,284,375,2,2,2,2,2,1,2
"Finland",1998,284,375,2,2,2,2,2,2,2
"Finland",1999,284,375,2,2,2,2,2,2,2
"Finland",2000,284,375,2,2,2,2,2,2,2
"Finland",2001,284,375,2,2,2,2,2,1,2
"Finland",2002,284,375,2,2,2,2,2,2,2
"Finland",2003,284,375,2,2,2,2,2,2,2
"Finland",2004,284,375,2,2,2,2,2,2,2
"Finland",2005,284,375,2,2,2,2,2,2,2
"Finland",2006,284,375,2,2,2,2,2,2,2
"Finland",2007,284,375,2,2,2,1,2,2,2
"Finland",2008,284,375,2,2,2,1,2,2,2
"Finland",2009,284,375,2,2,2,1,2,2,1
"Finland",2010,284,375,2,2,2,1,2,2,1
"Finland",2011,284,375,2,2,2,1,2,1,1
"France",1981,287,220,2,2,2,2,2,2,2
"France",1982,287,220,2,2,2,2,2,2,2
"France",1983,287,220,2,2,2,2,2,2,2
"France",1984,287,220,2,2,2,1,2,2,2
"France",1985,287,220,2,2,2,2,2,2,2
"France",1986,287,220,2,2,2,2,2,2,2
"France",1987,287,220,2,2,2,2,2,2,2
"France",1988,287,220,2,2,2,2,2,2,2
"France",1989,287,220,2,2,2,2,2,2,2
"France",1990,287,220,2,2,2,1,2,2,2
"France",1991,287,220,2,2,2,2,2,2,2
"France",1992,287,220,2,2,2,2,2,2,2
"France",1993,287,220,2,2,2,2,2,1,2
"France",1994,287,220,2,2,2,2,2,1,2
"France",1995,287,220,2,2,2,2,2,1,2
"France",1996,287,220,2,2,2,2,2,1,2
"France",1997,287,220,2,2,2,2,2,1,2
"France",1998,287,220,2,2,2,2,2,1,2
"France",1999,287,220,2,2,2,2,2,1,2
"France",2000,287,220,2,2,2,2,2,1,2
"France",2001,287,220,2,2,2,2,2,1,2
"France",2002,287,220,2,2,2,2,2,1,2
"France",2003,287,220,2,2,2,2,2,1,2
"France",2004,287,220,2,2,2,1,2,1,2
"France",2005,287,220,2,2,2,1,2,1,2
"France",2006,287,220,2,2,2,1,2,1,2
"France",2007,287,220,2,2,2,1,2,1,2
"France",2008,287,220,2,2,2,1,1,1,1
"France",2009,287,220,2,2,2,1,2,1,2
"France",2010,287,220,2,1,2,1,2,1,1
"France",2011,287,220,2,1,2,1,2,0,2
"Gabon",1981,290,481,0,2,2,0,0,2,0
"Gabon",1982,290,481,0,2,2,1,0,2,1
"Gabon",1983,290,481,0,2,2,1,0,2,1
"Gabon",1984,290,481,0,1,2,0,0,2,0
"Gabon",1985,290,481,0,1,2,1,1,1,1
"Gabon",1986,290,481,0,1,2,0,0,2,0
"Gabon",1987,290,481,0,1,2,0,0,1,0
"Gabon",1988,290,481,0,1,2,0,0,0,1
"Gabon",1989,290,481,1,1,1,0,0,1,1
"Gabon",1990,290,481,1,1,1,1,0,1,1
"Gabon",1991,290,481,2,1,1,2,1,0,1
"Gabon",1992,290,481,1,1,1,2,1,1,1
"Gabon",1993,290,481,2,0,0,1,0,2,1
"Gabon",1994,290,481,0,0,0,2,0,2,1
"Gabon",1995,290,481,2,0,0,2,1,1,1
"Gabon",1996,290,481,2,0,0,2,1,1,1
"Gabon",1997,290,481,2,0,0,2,1,2,2
"Gabon",1998,290,481,2,0,0,2,1,1,2
"Gabon",1999,290,481,2,0,0,1,1,1,2
"Gabon",2000,290,481,2,0,0,1,1,1,1
"Gabon",2001,290,481,2,0,0,1,1,2,2
"Gabon",2002,290,481,2,0,0,1,1,1,1
"Gabon",2003,290,481,2,0,0,1,1,2,1
"Gabon",2004,290,481,1,0,0,1,1,2,1
"Gabon",2005,290,481,1,0,0,1,1,1,1
"Gabon",2006,290,481,1,0,0,1,2,2,1
"Gabon",2007,290,481,2,0,0,1,1,2,1
"Gabon",2008,290,481,2,0,0,0,0,2,1
"Gabon",2009,290,481,1,0,1,0,0,2,1
"Gabon",2010,290,481,2,0,1,1,1,2,1
"Gabon",2011,290,481,2,0,2,1,1,2,1
"Gambia, The",1981,293,420,1,2,2,0,0,2,1
"Gambia, The",1982,293,420,1,2,1,1,2,2,0
"Gambia, The",1983,293,420,1,2,1,1,2,2,0
"Gambia, The",1984,293,420,1,2,1,1,2,2,0
"Gambia, The",1986,293,420,2,2,2,2,2,2,2
"Gambia, The",1987,293,420,1,2,2,1,2,2,1
"Gambia, The",1988,293,420,2,2,2,1,2,2,2
"Gambia, The",1989,293,420,2,2,2,2,2,2,2
"Gambia, The",1990,293,420,2,2,2,1,2,2,1
"Gambia, The",1991,293,420,2,2,2,2,2,2,2
"Gambia, The",1992,293,420,2,2,2,2,2,2,2
"Gambia, The",1993,293,420,2,2,2,2,2,2,1
"Gambia, The",1994,293,420,0,1,2,0,0,2,1
"Gambia, The",1995,293,420,0,1,2,0,0,2,1
"Gambia, The",1996,293,420,0,1,2,0,0,2,1
"Gambia, The",1997,293,420,0,2,2,0,0,2,2
"Gambia, The",1998,293,420,1,1,2,1,0,2,2
"Gambia, The",1999,293,420,1,1,1,0,0,2,2
"Gambia, The",2000,293,420,0,1,1,1,0,2,1
"Gambia, The",2001,293,420,1,1,1,0,2,2,2
"Gambia, The",2002,293,420,1,1,1,0,2,2,1
"Gambia, The",2003,293,420,2,1,2,1,1,2,1
"Gambia, The",2004,293,420,1,1,2,0,2,2,1
"Gambia, The",2005,293,420,1,1,2,0,1,2,1
"Gambia, The",2006,293,420,2,1,2,1,1,2,1
"Gambia, The",2007,293,420,2,2,1,0,1,2,1
"Gambia, The",2008,293,420,2,2,1,0,1,1,1
"Gambia, The",2009,293,420,1,2,1,0,1,2,1
"Gambia, The",2010,293,420,1,2,1,0,1,2,1
"Gambia, The",2011,293,420,1,2,1,1,0,2,1
"Georgia",1992,296,372,0,1,1,0,0,1,1
"Georgia",1993,296,372,0,2,1,0,1,1,2
"Georgia",1994,296,372,1,1,1,1,1,2,1
"Georgia",1995,296,372,2,1,2,1,2,2,1
"Georgia",1996,296,372,2,1,2,1,1,2,2
"Georgia",1997,296,372,1,1,2,1,1,1,2
"Georgia",1998,296,372,1,1,2,1,1,1,1
"Georgia",1999,296,372,1,1,2,1,2,1,2
"Georgia",2000,296,372,1,2,2,2,1,0,1
"Georgia",2001,296,372,1,2,2,1,1,0,2
"Georgia",2002,296,372,1,2,2,1,1,0,1
"Georgia",2003,296,372,1,2,2,1,0,1,1
"Georgia",2004,296,372,1,1,1,1,1,1,1
"Georgia",2005,296,372,1,1,1,1,1,0,1
"Georgia",2006,296,372,1,1,1,1,2,1,1
"Georgia",2007,296,372,0,1,2,0,1,2,1
"Georgia",2008,296,372,2,2,2,1,0,2,1
"Georgia",2009,296,372,0,2,2,1,1,2,0
"Georgia",2010,296,372,1,2,2,1,1,1,0
"Georgia",2011,296,372,0,1,2,1,1,0,0
"Germany",1981,299,260,1,2,2,2,2,2,2
"Germany",1982,299,260,1,2,2,2,2,2,2
"Germany",1983,299,260,1,2,2,2,1,2,1
"Germany",1984,299,260,1,2,2,2,2,2,2
"Germany",1985,299,260,1,2,2,2,2,2,2
"Germany",1986,299,260,1,2,2,1,2,2,2
"Germany",1987,299,260,1,2,2,1,2,2,2
"Germany",1988,299,260,1,2,2,2,2,2,2
"Germany",1989,299,260,1,2,2,2,2,2,2
"Germany",1990,299,255,1,2,2,2,2,2,2
"Germany",1991,299,255,1,2,2,2,2,2,2
"Germany",1992,299,255,1,2,2,1,2,2,2
"Germany",1993,299,255,1,2,2,1,2,1,2
"Germany",1994,299,255,1,2,2,1,2,1,2
"Germany",1995,299,255,1,2,2,1,2,1,2
"Germany",1996,299,255,1,2,2,1,2,1,2
"Germany",1997,299,255,1,2,2,1,2,1,2
"Germany",1998,299,255,1,2,2,1,2,1,2
"Germany",1999,299,255,1,2,2,1,2,1,2
"Germany",2000,299,255,1,2,2,1,2,1,2
"Germany",2001,299,255,1,2,2,1,2,1,2
"Germany",2002,299,255,1,2,2,1,2,1,1
"Germany",2003,299,255,1,2,2,1,2,1,1
"Germany",2004,299,255,1,2,2,1,2,1,1
"Germany",2005,299,255,1,2,2,1,2,1,1
"Germany",2006,299,255,1,2,2,1,2,1,1
"Germany",2007,299,255,1,2,2,1,2,1,1
"Germany",2008,299,255,1,2,2,1,2,1,1
"Germany",2009,299,255,1,2,2,1,2,1,1
"Germany",2010,299,255,1,2,2,1,2,1,1
"Germany",2011,299,255,1,2,2,1,2,2,1
"Ghana",1981,302,452,0,1,2,2,0,2,0
"Ghana",1982,302,452,0,0,1,0,0,1,0
"Ghana",1983,302,452,0,0,1,0,0,0,0
"Ghana",1984,302,452,0,1,1,0,1,2,0
"Ghana",1985,302,452,0,1,1,0,0,1,0
"Ghana",1986,302,452,0,1,1,0,0,1,0
"Ghana",1987,302,452,0,1,2,1,1,1,0
"Ghana",1988,302,452,0,2,2,0,0,1,0
"Ghana",1989,302,452,0,2,2,0,0,0,0
"Ghana",1990,302,452,0,2,2,0,1,1,1
"Ghana",1991,302,452,0,2,1,1,0,2,1
"Ghana",1992,302,452,1,2,2,1,1,2,1
"Ghana",1993,302,452,2,2,2,1,2,2,0
"Ghana",1994,302,452,2,2,2,1,1,2,1
"Ghana",1995,302,452,1,2,1,1,1,2,1
"Ghana",1996,302,452,2,2,2,1,2,2,1
"Ghana",1997,302,452,1,2,1,1,1,2,1
"Ghana",1998,302,452,2,2,1,1,1,1,1
"Ghana",1999,302,452,1,2,1,1,1,2,2
"Ghana",2000,302,452,1,2,1,1,2,1,1
"Ghana",2001,302,452,1,2,1,1,2,1,1
"Ghana",2002,302,452,1,2,1,1,2,1,1
"Ghana",2003,302,452,1,2,1,2,2,2,1
"Ghana",2004,302,452,1,2,1,2,1,2,1
"Ghana",2005,302,452,1,2,1,1,1,1,1
"Ghana",2006,302,452,1,2,1,1,2,2,1
"Ghana",2007,302,452,2,2,2,2,2,1,1
"Ghana",2008,302,452,1,2,2,1,1,1,1
"Ghana",2009,302,452,1,2,2,2,1,1,1
"Ghana",2010,302,452,2,2,2,1,1,2,1
"Ghana",2011,302,452,2,2,2,1,1,2,1
"Greece",1981,305,350,2,2,2,2,1,2,2
