"YEAR","CIRI","COW","DISAP","KILL","POLPRIS","TORT","Amnesty","State","hathaway","ITT","genocide","rummel","massive_repression","executions","killing","latentmean","latentsd"
1954,NA,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,-0.675452791090266,0.304031967847886
1955,NA,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,-0.471676915510522,0.333899618750838
1956,NA,350,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.311455803139189,0.364192236752143
1957,NA,350,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.178260238512112,0.394696636598478
1958,NA,350,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.0673079821761014,0.420822993538966
1959,NA,350,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.0279345772661586,0.444354119205334
1960,NA,350,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.111024975143435,0.465454661975609
1961,NA,350,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.182199820548991,0.483649603643632
1962,NA,350,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.246160314071158,0.499796475289486
1963,NA,350,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.302528316416206,0.511980241494552
1964,NA,350,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.350603711547442,0.521849744606326
1965,NA,350,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.391419396695799,0.52865152141353
1966,NA,350,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.427878067111979,0.534424505384322
1967,NA,350,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.458297731544101,0.536989467415745
1968,NA,350,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.481236834228221,0.535139192303283
1969,NA,350,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.499479630573455,0.529556801325644
1970,NA,350,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.512181470593736,0.521119531874737
1971,NA,350,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.52158496116506,0.507552623587053
1972,NA,350,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.525825433055611,0.48832949748964
1973,NA,350,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.52537702709226,0.463304496418367
1974,NA,350,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.520935056718061,0.42731302473727
1975,NA,350,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.511931720411141,0.377772679838294
1976,NA,350,NA,NA,NA,NA,1,2,NA,NA,0,0,0,0,NA,0.500802082065435,0.305640660819285
1977,NA,350,NA,NA,NA,NA,2,1,NA,NA,0,0,0,0,NA,0.602162282081471,0.277902733259694
1978,NA,350,NA,NA,NA,NA,2,1,NA,NA,0,0,0,0,NA,0.671482679284264,0.26267590446966
1979,NA,350,NA,NA,NA,NA,2,1,NA,NA,0,0,0,0,NA,0.721175594105112,0.254012952016721
1980,NA,350,NA,NA,NA,NA,2,1,NA,NA,0,0,0,0,NA,0.749367915448114,0.255276393286788
1981,305,350,2,2,1,2,2,1,NA,NA,0,0,0,0,NA,0.728183462488095,0.242708778710418
1982,305,350,2,2,0,2,2,1,NA,NA,0,0,0,0,NA,0.659109491319686,0.23632551834955
1983,305,350,2,1,0,1,2,1,NA,NA,0,0,0,NA,NA,0.513354444291849,0.230956979901757
1984,305,350,2,2,0,1,2,1,NA,NA,0,0,0,NA,NA,0.534403389742854,0.228918114445305
1985,305,350,2,1,0,2,2,1,2,NA,0,0,0,NA,NA,0.503321236640296,0.222622192035102
1986,305,350,2,1,0,2,3,1,1,NA,0,0,0,NA,NA,0.433947131256423,0.228426241255066
1987,305,350,2,2,1,1,2,2,3,NA,0,0,0,NA,NA,0.371196915837957,0.219708660624267
1988,305,350,2,2,0,1,2,2,2,NA,0,NA,0,NA,NA,0.35851937999302,0.219311584774527
1989,305,350,2,1,0,2,2,2,3,NA,0,NA,NA,NA,0,0.414031482323101,0.225222034177026
1990,305,350,2,2,1,1,2,1,2,NA,0,NA,NA,NA,0,0.683231141336173,0.215966476253751
1991,305,350,2,2,2,2,2,1,2,NA,0,NA,NA,NA,0,0.80800516792633,0.216204121824794
1992,305,350,2,2,2,1,2,2,1,NA,0,NA,NA,NA,0,0.671080540823349,0.213100949286824
1993,305,350,1,2,1,1,2,2,3,NA,0,NA,NA,NA,0,0.472721397569952,0.208482531748314
1994,305,350,2,2,0,1,3,2,2,NA,0,NA,NA,NA,0,0.473240317952832,0.217582312199015
1995,305,350,2,2,2,0,NA,2,3,4,0,NA,NA,NA,0,0.55854254485326,0.226850872125921
1996,305,350,2,2,1,1,3,1,2,1,0,NA,NA,NA,0,0.75870154804727,0.224000385830124
1997,305,350,2,2,1,1,2,2,2,1,0,NA,NA,NA,0,0.893262073724481,0.224950679168458
1998,305,350,2,2,2,2,2,2,2,1,0,NA,NA,NA,0,1.07702090718039,0.228798431627359
1999,305,350,2,2,2,1,2,2,2,1,0,NA,NA,NA,0,1.14574726177963,0.226121806613919
2000,305,350,2,2,2,1,2,1,NA,1,0,NA,NA,NA,0,1.21288432566102,0.231567469214066
2001,305,350,2,2,2,0,2,2,NA,3,0,NA,NA,NA,0,1.06873079886384,0.236645260462509
2002,305,350,2,2,2,1,2,2,NA,5,0,NA,NA,NA,0,1.04811073425077,0.24191941511758
2003,305,350,2,1,2,0,2,2,NA,1,0,NA,NA,NA,0,0.990794711101698,0.233719930040168
2004,305,350,2,2,2,0,2,2,NA,1,0,NA,NA,NA,0,1.02377754683433,0.234083975318469
2005,305,350,2,2,1,1,2,2,NA,1,0,NA,NA,NA,0,0.990978897143149,0.226312326143928
2006,305,350,2,2,1,0,2,3,NA,NA,0,NA,NA,NA,0,0.822355271284918,0.219408445453541
2007,305,350,2,1,1,1,3,2,NA,NA,0,NA,NA,NA,0,0.76288624774002,0.218900251594381
2008,305,350,2,1,1,0,3,2,NA,NA,0,NA,NA,NA,0,0.70317291630921,0.219043784222876
2009,305,350,2,2,1,0,3,2,NA,NA,0,NA,NA,NA,0,0.809025629504675,0.222451321330155
2010,305,350,2,2,2,0,2,2,NA,NA,0,NA,NA,NA,0,0.968765488786738,0.227564913005604
2011,305,350,2,2,2,0,2,3,NA,NA,0,NA,NA,NA,0,0.998914946445411,0.236742039957796
2012,NA,350,NA,NA,NA,NA,2,2,NA,NA,0,NA,NA,NA,0,1.18800320291668,0.270504995546141
2013,NA,350,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,1.41114963125445,0.340922568535191
1960,NA,352,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.526767721269929,0.628188416320176
1961,NA,352,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.557750932939969,0.621000154565717
1962,NA,352,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.584525014210402,0.61551721616935
1963,NA,352,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.603735878538254,0.613102468200651
1964,NA,352,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.61657208783345,0.606940093989075
1965,NA,352,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.623252757131365,0.600766337172153
1966,NA,352,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.629389634053743,0.59456386583015
1967,NA,352,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.628532693171093,0.589961485553253
1968,NA,352,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.62384723718081,0.578732211446603
1969,NA,352,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.615538073703428,0.567626293111393
1970,NA,352,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.603374806613824,0.551149728285804
1971,NA,352,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.585245822522708,0.531888253338936
1972,NA,352,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.562260704935085,0.50777053008363
1973,NA,352,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.536802910336138,0.475904344911655
1974,NA,352,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.508206664283286,0.435832021996666
1975,NA,352,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.47559091543454,0.383347411417264
1976,NA,352,NA,NA,NA,NA,1,2,NA,NA,0,0,0,0,NA,0.439772932037662,0.309827984028189
1977,NA,352,NA,NA,NA,NA,2,1,NA,NA,0,0,0,0,NA,0.491833084467714,0.291847530958249
1978,NA,352,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.476086782297864,0.311744453979715
1979,NA,352,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,NA,0.45863840673735,0.287129136890408
1980,NA,352,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,0,NA,0.285179736326164,0.274126591221822
1981,236,352,1,2,2,2,NA,1,NA,NA,0,1,0,0,NA,0.262448916024455,0.25605921246347
1982,236,352,2,2,2,2,NA,1,NA,NA,0,1,0,0,NA,0.372312062795228,0.253940099055918
1983,236,352,2,2,2,2,NA,1,NA,NA,0,1,0,NA,NA,0.432425824308348,0.251197491530309
1984,236,352,1,1,2,2,NA,1,NA,NA,0,1,0,NA,NA,0.490293376772861,0.248536102834405
1985,236,352,2,2,2,2,NA,1,1,NA,0,1,0,NA,NA,0.839947911100136,0.248676277191266
1986,236,352,2,2,2,2,NA,1,1,NA,0,0,0,NA,NA,1.19694661413573,0.264480708928371
1987,236,352,1,2,2,2,NA,1,1,NA,0,0,0,NA,NA,1.37013067451802,0.274194073775312
1988,236,352,2,2,2,2,NA,1,1,NA,0,NA,0,NA,NA,1.52049928884863,0.285216532807576
1989,236,352,2,2,2,2,NA,1,1,NA,0,NA,NA,NA,0,1.52417664583975,0.282156754797735
1990,236,352,1,2,2,2,NA,1,1,NA,0,NA,NA,NA,0,1.35062299689721,0.267054262937558
1991,236,352,1,2,1,1,1,1,1,NA,0,NA,NA,NA,0,1.12610771246302,0.245032098120641
1992,236,352,2,2,2,1,2,NA,2,NA,0,NA,NA,NA,0,0.94622130709454,0.243222821011459
1993,236,352,2,2,1,1,2,NA,3,NA,0,NA,NA,NA,0,0.862533364600367,0.238747563914118
1994,236,352,2,2,1,1,1,1,2,NA,0,NA,NA,NA,0,0.9870030715922,0.226236283622145
1995,236,352,1,2,1,1,2,2,2,NA,0,NA,NA,NA,0,0.842815029637059,0.220601344857759
1996,236,352,2,1,2,2,2,1,2,NA,0,NA,NA,NA,0,0.993935729655884,0.221995668404748
1997,236,352,2,2,2,1,NA,2,3,NA,0,NA,NA,NA,0,1.06918652145194,0.233249383182431
1998,236,352,2,2,2,1,2,1,2,NA,0,NA,NA,NA,0,1.29990557368585,0.233146055201955
1999,236,352,2,2,2,1,2,1,2,NA,0,NA,NA,NA,0,1.41117995364465,0.236909675105005
2000,236,352,2,2,2,1,NA,1,NA,NA,0,NA,NA,NA,0,1.43026780020157,0.253405189894582
2001,236,352,2,2,2,1,NA,2,NA,NA,0,NA,NA,NA,0,1.327923249754,0.256557443077677
2002,236,352,2,2,2,1,NA,2,NA,NA,0,NA,NA,NA,0,1.32588103647195,0.262867724888804
2003,236,352,2,2,2,1,NA,2,NA,NA,0,NA,NA,NA,0,1.3344731630805,0.257317117429018
2004,236,352,2,2,2,1,2,2,NA,NA,0,NA,NA,NA,0,1.32501108144073,0.247226904779045
2005,236,352,2,2,2,1,3,2,NA,NA,0,NA,NA,NA,0,1.28955644708329,0.241515791656047
2006,236,352,2,2,2,1,2,2,NA,NA,0,NA,NA,NA,0,1.40899165725147,0.232661442416132
2007,236,352,2,2,2,1,2,2,NA,NA,0,NA,NA,NA,0,1.53110631872063,0.238356005603013
2008,236,352,2,2,2,1,1,2,NA,NA,0,NA,NA,NA,0,1.66034119418747,0.243192863785433
2009,236,352,2,2,2,1,1,2,NA,NA,0,NA,NA,NA,0,1.69015329612154,0.242150724639854
2010,236,352,2,2,2,1,1,2,NA,NA,0,NA,NA,NA,0,1.69487577055331,0.244934568076706
2011,236,352,2,2,2,1,1,2,NA,NA,0,NA,NA,NA,0,1.66805040546997,0.248508482345439
2012,NA,352,NA,NA,NA,NA,2,2,NA,NA,0,NA,NA,NA,0,1.59292216084344,0.273770749616098
2013,NA,352,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,1.73905154057135,0.336379240470685
1949,NA,355,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,-0.186240011761615,0.487257847183026
1950,NA,355,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,-0.157697442541155,0.471057211580618
1951,NA,355,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,-0.0835702963669897,0.466143236670799
1952,NA,355,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,-0.0269873473204555,0.465410453879524
1953,NA,355,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0.0147309878482837,0.466306070809038
1954,NA,355,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0.0418870883970793,0.46864452351565
1955,NA,355,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0.0572381834897079,0.470212903801923
1956,NA,355,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.0598993887232915,0.469028289113642
1957,NA,355,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.0496433202686947,0.468502792407997
1958,NA,355,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,0.0260284848137471,0.468892673472202
1959,NA,355,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.056828687868506,0.470553575161495
1960,NA,355,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.0787771596975317,0.471597587469764
1961,NA,355,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.087626369278326,0.472147030328357
1962,NA,355,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.0837997351617913,0.471158077657137
1963,NA,355,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.0680309968780157,0.47166521751941
1964,NA,355,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,0.040190768452099,0.470691623925032
1965,NA,355,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.0689548095398756,0.468637111670995
1966,NA,355,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.0860217100473395,0.465475502788163
1967,NA,355,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.0919655730392296,0.463700401102476
1968,NA,355,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.0838615964891024,0.458222314220186
1969,NA,355,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.0650620110527007,0.451322587732376
1970,NA,355,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.0353329816543003,0.441683161423375
1971,NA,355,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.00705825108700653,0.427575934695229
1972,NA,355,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.0630519971348836,0.411592144524769
1973,NA,355,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.13420594647361,0.391291560110525
1974,NA,355,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.223210350770457,0.368359227743557
1975,NA,355,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.333708135627021,0.341798799958153
1976,NA,355,NA,NA,NA,NA,4,NA,NA,NA,0,0,0,0,NA,-0.47329200980611,0.305301631706596
1977,NA,355,NA,NA,NA,NA,3,NA,NA,NA,0,0,0,0,NA,-0.471322913294105,0.278657349935137
1978,NA,355,NA,NA,NA,NA,3,NA,NA,NA,0,0,0,0,NA,-0.47292347332654,0.266378869294362
1979,NA,355,NA,NA,NA,NA,3,2,NA,NA,0,0,0,0,NA,-0.4811081848309,0.235955104778249
1980,NA,355,NA,NA,NA,NA,3,2,NA,NA,0,0,0,0,NA,-0.533669192357636,0.222535754086008
1981,176,355,1,2,0,0,3,3,NA,NA,0,0,0,0,NA,-0.719963677482977,0.206727310526041
1982,176,355,2,2,1,0,3,3,NA,NA,0,0,0,0,NA,-0.677367007700384,0.20401825670961
1983,176,355,2,2,1,0,2,3,NA,NA,0,0,0,NA,NA,-0.603928274808923,0.204078222889361
1984,176,355,2,1,0,0,2,3,NA,NA,0,0,0,NA,NA,-0.682005704143048,0.202576163996418
1985,176,355,2,0,0,0,3,3,3,NA,0,0,0,NA,NA,-0.803016202506664,0.197981695748005
1986,176,355,2,1,0,0,3,3,2,NA,0,0,0,NA,NA,-0.750252907776955,0.196437821709002
1987,176,355,2,1,0,0,3,3,3,NA,0,0,0,NA,NA,-0.687633184078586,0.199590339905257
1988,176,355,2,2,0,1,3,3,4,NA,0,NA,0,NA,NA,-0.572949350336711,0.208420636229223
1989,176,355,2,2,0,1,3,3,4,NA,0,NA,NA,NA,0,-0.398623349369109,0.209318819363711
1990,176,355,2,1,0,0,2,2,1,NA,0,NA,NA,NA,0,-0.0131924618058577,0.209723560387383
1991,176,355,2,1,1,1,2,1,1,NA,0,NA,NA,NA,0,0.306717119763426,0.214718594982669
1992,176,355,2,2,1,1,2,2,2,NA,0,NA,NA,NA,0,0.326374048851639,0.20604579361302
1993,176,355,2,1,0,0,2,2,2,NA,0,NA,NA,NA,0,0.187224954170616,0.204822105653935
1994,176,355,2,1,1,0,3,2,2,NA,0,NA,NA,NA,0,0.0905830915562296,0.204229895904169
1995,176,355,2,1,2,0,2,3,2,6,0,NA,NA,NA,0,0.00669384157301249,0.207150800217001
1996,176,355,2,1,1,0,3,2,3,3,0,NA,NA,NA,0,-0.00571581350976907,0.203557585982286
1997,176,355,2,1,2,0,3,2,3,3,0,NA,NA,NA,0,0.0894839369251296,0.204251757130819
1998,176,355,2,1,1,0,2,2,2,1,0,NA,NA,NA,0,0.195222559573823,0.206095020494729
1999,176,355,2,1,2,0,3,3,3,6,0,NA,NA,NA,0,0.0821975092612263,0.207551302883383
2000,176,355,2,1,1,0,3,2,NA,6,0,NA,NA,NA,0,0.184614576771534,0.207759538848991
2001,176,355,2,1,2,0,3,2,NA,6,0,NA,NA,NA,0,0.346139844896769,0.213604742193734
2002,176,355,2,2,2,0,2,2,NA,1,0,NA,NA,NA,0,0.633215695289267,0.220864936255101
2003,176,355,2,1,2,0,2,2,NA,3,0,NA,NA,NA,0,0.710294874102593,0.219450340588083
2004,176,355,2,1,2,0,2,2,NA,3,0,NA,NA,NA,0,0.739915018455179,0.221077769127909
2005,176,355,2,1,2,1,2,3,NA,1,0,NA,NA,NA,0,0.754663401800826,0.220978792911392
2006,176,355,2,2,2,0,2,3,NA,NA,0,NA,NA,NA,0,0.829690310083802,0.222770653269481
2007,176,355,2,2,2,0,2,3,NA,NA,0,NA,NA,NA,0,0.910129577023078,0.226121862673943
2008,176,355,2,2,1,1,2,2,NA,NA,0,NA,NA,NA,0,1.05542003510657,0.229711039552521
2009,176,355,2,1,2,1,2,2,NA,NA,0,NA,NA,NA,0,1.09044629668927,0.228140095393192
2010,176,355,2,1,1,1,2,2,NA,NA,0,NA,NA,NA,0,1.10185418253731,0.230896623881096
2011,176,355,2,1,1,1,2,2,NA,NA,0,NA,NA,NA,0,1.21565551033376,0.240934826806112
2012,NA,355,NA,NA,NA,NA,1,1,NA,NA,0,NA,NA,NA,0,1.48288305382932,0.282172260867878
2013,NA,355,NA,NA,NA,NA,NA,2,NA,NA,0,NA,NA,NA,0,1.41008217111282,0.332952813813003
1991,NA,359,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,-0.208461433213505,0.337505067497913
1992,449,359,1,1,1,1,4,3,3,NA,0,NA,NA,NA,0,-0.22998006776215,0.237371006257648
1993,449,359,2,2,1,1,NA,3,2,NA,0,NA,NA,NA,0,0.131723665700368,0.221969567047739
1994,449,359,2,1,1,1,2,2,2,NA,0,NA,NA,NA,0,0.450359623043573,0.211941183723835
1995,449,359,2,2,1,1,2,1,2,1,0,NA,NA,NA,0,0.76340772484588,0.217916304617785
1996,449,359,2,2,2,1,2,2,2,1,0,NA,NA,NA,0,0.81574974265773,0.21721165551395
1997,449,359,2,2,1,1,2,2,2,1,0,NA,NA,NA,0,0.890048708807939,0.222175598033804
1998,449,359,2,2,1,2,2,1,2,1,0,NA,NA,NA,0,1.01064596536262,0.227907893728974
1999,449,359,2,2,1,1,3,2,3,1,0,NA,NA,NA,0,0.781773753451824,0.22159298388436
2000,449,359,2,2,1,0,2,2,NA,5,0,NA,NA,NA,0,0.726069184071129,0.220611005904637
2001,449,359,2,2,1,1,2,2,NA,3,0,NA,NA,NA,0,0.765440005800052,0.226113998950129
2002,449,359,2,2,1,1,2,2,NA,3,0,NA,NA,NA,0,0.73156509831047,0.224328239952932
2003,449,359,2,2,1,0,3,2,NA,6,0,NA,NA,NA,0,0.556889053510157,0.216925753633283
2004,449,359,2,2,1,0,3,3,NA,5,0,NA,NA,NA,0,0.434424213658505,0.214297932856727
2005,449,359,2,2,1,0,3,2,NA,5,0,NA,NA,NA,0,0.564495553745025,0.21682446615954
2006,449,359,2,2,1,0,3,2,NA,NA,0,NA,NA,NA,0,0.685920466432108,0.217638847786283
2007,449,359,2,2,2,0,3,2,NA,NA,0,NA,NA,NA,0,0.725038336228645,0.219367125432731
2008,449,359,2,2,1,0,3,2,NA,NA,0,NA,NA,NA,0,0.606910662061308,0.218168750528418
2009,449,359,1,2,1,0,3,3,NA,NA,0,NA,NA,NA,0,0.416871615969217,0.218371353351425
2010,449,359,2,2,1,0,3,3,NA,NA,0,NA,NA,NA,0,0.45892747481736,0.220042309807666
2011,449,359,2,2,1,0,3,2,NA,NA,0,NA,NA,NA,0,0.609143931711893,0.228121722779293
2012,NA,359,NA,NA,NA,NA,2,3,NA,NA,0,NA,NA,NA,0,0.64238538905142,0.257668205668432
2013,NA,359,NA,NA,NA,NA,NA,2,NA,NA,0,NA,NA,NA,0,0.746168082255837,0.31724810827959
1949,NA,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,-0.311290921829151,0.438120037818293
1950,NA,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,-0.298747726712781,0.416461995725794
1951,NA,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,-0.314049596295156,0.404448976969652
1952,NA,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,-0.291886634528236,0.399324788411581
1953,NA,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,-0.298370088115857,0.398109383001704
1954,NA,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,-0.262374777275889,0.402368997818114
1955,NA,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,-0.185756049669673,0.41055437065231
1956,NA,360,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.128246164940405,0.420846213513791
1957,NA,360,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.0912604399237664,0.431248613129652
1958,NA,360,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,-0.0711196738407155,0.442578864927811
1959,NA,360,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.0015312524877631,0.452189727991465
1960,NA,360,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.0609942201822138,0.462402161173677
1961,NA,360,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.107552432447615,0.470920835238806
1962,NA,360,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.143651425276616,0.477791089397395
1963,NA,360,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.170506943505152,0.480792705677131
1964,NA,360,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.186281595534008,0.484173984852425
1965,NA,360,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.191742560277164,0.484382147954366
1966,NA,360,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.187984255887269,0.48268483576253
1967,NA,360,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.174912747055521,0.479507115322127
1968,NA,360,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.15325732807972,0.473916156809618
1969,NA,360,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.12322851986481,0.467319608844976
1970,NA,360,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.0813364860663366,0.453183294784068
1971,NA,360,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.028212671363701,0.438788439492272
1972,NA,360,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.038055116322832,0.418917454659314
1973,NA,360,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.118052507116881,0.399761626264677
1974,NA,360,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.214199683695556,0.374957045370031
1975,NA,360,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.330825276626039,0.341967564404846
1976,NA,360,NA,NA,NA,NA,4,NA,NA,NA,0,0,0,0,NA,-0.477063135176401,0.302888818462647
1977,NA,360,NA,NA,NA,NA,3,NA,NA,NA,0,0,0,0,NA,-0.484332337048901,0.277288413475512
1978,NA,360,NA,NA,NA,NA,3,NA,NA,NA,0,0,0,0,NA,-0.497556648373754,0.265127287908851
1979,NA,360,NA,NA,NA,NA,3,2,NA,NA,0,0,0,0,NA,-0.525317095127771,0.236267667870735
1980,NA,360,NA,NA,NA,NA,3,3,NA,NA,0,0,0,0,NA,-0.620346501309795,0.223632861257899
1981,527,360,2,1,0,1,3,2,NA,NA,0,0,0,0,NA,-0.596762435945991,0.202178451300829
1982,527,360,1,1,1,1,3,2,NA,NA,0,0,0,0,NA,-0.645805517037654,0.198357272073385
1983,527,360,1,1,1,1,3,3,NA,NA,0,0,0,NA,NA,-0.757225655430171,0.196817028731628
1984,527,360,2,1,0,0,3,3,NA,NA,0,0,0,NA,NA,-0.814208950656239,0.198443817877539
1985,527,360,1,1,0,1,3,3,4,NA,0,0,0,NA,NA,-0.854073441432179,0.194614537316236
1986,527,360,1,1,0,1,3,3,3,NA,0,0,0,NA,NA,-0.789995884496418,0.193665570188447
1987,527,360,1,2,1,0,3,3,3,NA,0,0,0,NA,NA,-0.643440156082029,0.200400957667627
1988,527,360,2,2,1,1,2,3,3,NA,0,NA,0,NA,NA,-0.507513732594469,0.210131341103224
1989,527,360,1,1,2,1,4,4,3,NA,0,NA,NA,NA,1,-0.672542504901054,0.223081522323302
1990,527,360,1,2,1,0,3,2,3,NA,0,NA,NA,NA,0,-0.289026464533394,0.204943307325613
1991,527,360,1,1,2,1,2,2,3,NA,0,NA,NA,NA,0,0.0246940242742902,0.206210798910087
1992,527,360,2,2,2,0,3,1,2,NA,0,NA,NA,NA,0,0.307019591549623,0.22135627694639
1993,527,360,2,2,2,1,2,2,4,NA,0,NA,NA,NA,0,0.3892549575165,0.21219035270081
